Region,Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Madhya Pradesh,2017-12-31, M,1.5,16740051,42.02
Madhya Pradesh,2018-01-31, M,2,15316143,38.55
Madhya Pradesh,2018-02-28, M,2.03,15927347,40.03
Madhya Pradesh,2018-03-31, M,4.27,16238450,41.67
Madhya Pradesh,2018-04-30, M,2.76,16261153,40.99
Madhya Pradesh,2018-05-31, M,1.58,15357946,38.17
Madhya Pradesh,2018-06-30, M,2,15520250,38.66
Madhya Pradesh,2018-07-31, M,3.62,15474298,39.1
Madhya Pradesh,2018-08-31, M,6.41,16271156,42.25
Madhya Pradesh,2018-09-30, M,3.66,15114646,38.04
Madhya Pradesh,2018-10-31, M,7.31,15128954,39.49
Madhya Pradesh,2018-11-30, M,5.97,15004515,38.53
Madhya Pradesh,2018-12-31, M,6.98,15588737,40.38
Madhya Pradesh,2019-01-31, M,4.67,15262970,38.49
Madhya Pradesh,2019-02-28, M,6.33,16047857,41.1
Madhya Pradesh,2019-03-31, M,4.06,15705488,39.19
Madhya Pradesh,2019-04-30, M,6.3,15708503,40.05
Madhya Pradesh,2019-05-31, M,3.63,15349833,37.97
Madhya Pradesh,2019-06-30, M,4.25,16294789,40.48
Madhya Pradesh,2019-07-31, M,3.92,16274702,40.2
Madhya Pradesh,2019-08-31, M,4.94,16559144,41.25
Madhya Pradesh,2019-09-30, M,3.32,16205452,39.61
Madhya Pradesh,2019-10-31, M,2.98,17060636,41.46
Madhya Pradesh,2019-11-30, M,2.72,16306425,39.44
Madhya Pradesh,2019-12-31, M,2.94,16854646,40.77
Madhya Pradesh,2020-01-31, M,3.66,16183702,39.35
Madhya Pradesh,2020-02-29, M,4.42,16178044,39.57
Madhya Pradesh,2020-03-31, M,1.19,16480441,38.9
Madhya Pradesh,2020-04-30, M,12.5,14238959,37.88
Madhya Pradesh,2020-05-31, M,22.41,13113588,39.25
Madhya Pradesh,2020-06-30, M,5.09,16745326,40.89
Madhya Pradesh,2020-07-31, M,3.12,17564717,41.92
Madhya Pradesh,2020-08-31, M,4.19,16678710,40.17
Madhya Pradesh,2020-09-30, M,1.97,16614381,39.02
Madhya Pradesh,2020-10-31, M,2.36,16604835,39.07
Madhya Pradesh,2020-11-30, M,3.43,17833203,42.33
Madhya Pradesh,2020-12-31, M,4.7,17361870,41.67
Madhya Pradesh,2021-01-31, M,5.53,16425899,39.69
Madhya Pradesh,2021-02-28, M,1.45,16110846,37.24
Madhya Pradesh,2021-03-31, M,0.98,17514181,40.2
Madhya Pradesh,2021-04-30, M,1.09,16536975,37.92
Madhya Pradesh,2021-05-31, M,4.75,15844700,37.65
Madhya Pradesh,2021-06-30, M,1.4,16156443,37.01
Madhya Pradesh,2021-07-31, M,1.47,17718555,40.52
Madhya Pradesh,2021-08-31, M,3.42,17144098,39.91
Maharashtra,2016-01-31, M,4.41,23349301,49.81
Maharashtra,2016-02-29, M,2.27,24009199,50.02
Maharashtra,2016-03-31, M,4.23,24256813,51.47
Maharashtra,2016-04-30, M,8.48,24355586,53.98
Maharashtra,2016-05-31, M,6.75,25381354,55.12
Maharashtra,2016-06-30, M,6.23,25770672,55.56
Maharashtra,2016-07-31, M,6.72,26924026,58.24
Maharashtra,2016-08-31, M,6.16,24478824,52.54
Maharashtra,2016-09-30, M,3.69,26376296,55.06
Maharashtra,2016-10-31, M,2.62,26704911,55.04
Maharashtra,2016-11-30, M,5.44,25674138,54.39
Maharashtra,2016-12-31, M,4.61,24664651,51.71
Maharashtra,2017-01-31, M,2.84,25807027,53.02
Maharashtra,2017-02-28, M,2.59,25901602,52.99
Maharashtra,2017-03-31, M,9.27,25629032,56.19
Maharashtra,2017-04-30, M,4.25,25216698,52.3
Maharashtra,2017-05-31, M,4.55,25999202,53.99
Maharashtra,2017-06-30, M,4.49,25777081,53.4
Maharashtra,2017-07-31, M,3.27,27783238,56.73
Maharashtra,2017-08-31, M,3.22,26053589,53.07
Maharashtra,2017-09-30, M,4.01,26670872,54.68
Maharashtra,2017-10-31, M,3.61,26688647,54.39
Maharashtra,2017-11-30, M,2.87,27085396,54.68
Maharashtra,2017-12-31, M,2.3,26885202,53.87
Maharashtra,2018-01-31, M,3.08,26961311,54.35
Maharashtra,2018-02-28, M,3.5,26765446,54.11
Maharashtra,2018-03-31, M,2.47,26388024,52.69
Maharashtra,2018-04-30, M,4.23,26866134,54.53
Maharashtra,2018-05-31, M,3.4,25543215,51.3
Maharashtra,2018-06-30, M,4.18,25435207,51.41
Maharashtra,2018-07-31, M,3.23,24861163,49.67
Maharashtra,2018-08-31, M,3.32,24561056,49.02
Maharashtra,2018-09-30, M,3.28,26250561,52.28
Maharashtra,2018-10-31, M,3.49,25376699,50.56
Maharashtra,2018-11-30, M,3.62,25793662,51.37
Maharashtra,2018-12-31, M,1.94,25492138,49.81
Maharashtra,2019-01-31, M,3.96,26357273,52.49
Maharashtra,2019-02-28, M,3.01,25615962,50.43
Maharashtra,2019-03-31, M,2.28,25988958,50.69
Maharashtra,2019-04-30, M,3.08,25247404,49.56
Maharashtra,2019-05-31, M,3.67,23896869,47.11
Maharashtra,2019-06-30, M,4.34,23056509,45.69
Maharashtra,2019-07-31, M,3.66,24843734,48.8
Maharashtra,2019-08-31, M,3.76,26835377,52.67
Maharashtra,2019-09-30, M,4.32,24526973,48.34
Maharashtra,2019-10-31, M,3.81,24330242,47.61
Maharashtra,2019-11-30, M,3.68,24881375,48.53
Maharashtra,2019-12-31, M,3.03,26357639,50.98
Maharashtra,2020-01-31, M,3.8,25881398,50.36
Maharashtra,2020-02-29, M,4.24,25293535,49.36
Maharashtra,2020-03-31, M,5.38,23130976,45.6
Maharashtra,2020-04-30, M,25.28,15014802,37.42
Maharashtra,2020-05-31, M,15.69,18527244,40.85
Maharashtra,2020-06-30, M,9.1,23798442,48.58
Maharashtra,2020-07-31, M,3.16,24668199,47.18
Maharashtra,2020-08-31, M,4.91,24114467,46.88
Maharashtra,2020-09-30, M,3.15,25324035,48.25
Maharashtra,2020-10-31, M,3.06,26049047,49.5
Maharashtra,2020-11-30, M,2.59,24566063,46.38
Maharashtra,2020-12-31, M,3.27,25341826,48.09
Maharashtra,2021-01-31, M,3.23,25267672,47.84
Maharashtra,2021-02-28, M,3.17,26170980,49.44
Maharashtra,2021-03-31, M,2.78,27136050,50.97
Maharashtra,2021-04-30, M,5.53,23334618,45.02
Maharashtra,2021-05-31, M,4.43,24326967,46.31
Maharashtra,2021-06-30, M,3.22,25826420,48.46
Maharashtra,2021-07-31, M,3.19,26809344,50.2
Maharashtra,2021-08-31, M,3.38,27973080,52.39
Meghalaya,2018-01-31, M,8.54,924560,60.17
Meghalaya,2018-02-28, M,7.06,931330,59.51
Meghalaya,2018-03-31, M,5.56,819920,51.43
Meghalaya,2018-04-30, M,2.18,962046,58.12
Meghalaya,2018-05-31, M,8.31,934494,60.08
Meghalaya,2018-06-30, M,6.09,892934,55.91
Meghalaya,2018-07-31, M,2.96,919697,55.59
Meghalaya,2018-08-31, M,3.62,1019319,61.88
Meghalaya,2018-09-30, M,3.33,1042980,62.98
Meghalaya,2018-10-31, M,4.22,981834,59.69
Meghalaya,2018-11-30, M,2.63,1042413,62.18
Meghalaya,2018-12-31, M,2.47,1058629,62.89
Meghalaya,2019-01-31, M,1.68,1123774,66.05
Meghalaya,2019-02-28, M,6.25,1005006,61.81
Meghalaya,2019-03-31, M,0.52,1157078,66.9
Meghalaya,2019-04-30, M,1.61,1018984,59.42
Meghalaya,2019-05-31, M,3.16,1119011,66.13
Meghalaya,2019-06-30, M,4.23,1024797,61.09
Meghalaya,2019-07-31, M,1.03,1158510,66.67
Meghalaya,2019-08-31, M,0.52,1065725,60.86
Meghalaya,2019-09-30, M,0.24,1162159,66.02
Meghalaya,2019-10-31, M,3.7,1080609,63.44
Meghalaya,2019-11-30, M,1.5,1205703,69.03
Meghalaya,2019-12-31, M,1.8,1102998,63.18
Meghalaya,2020-01-31, M,0.97,1229406,69.66
Meghalaya,2020-02-29, M,2.76,1112864,64.06
Meghalaya,2020-03-31, M,1.28,1192616,67.46
Meghalaya,2020-04-30, M,8.38,803118,48.83
Meghalaya,2020-05-31, M,3.73,992148,57.26
Meghalaya,2020-06-30, M,1.35,1150200,64.63
Meghalaya,2020-07-31, M,1.59,1186601,66.67
Meghalaya,2020-08-31, M,3.42,1106727,63.2
Meghalaya,2020-09-30, M,3.36,1229521,70
Meghalaya,2020-10-31, M,4.2,1161068,66.51
Meghalaya,2020-11-30, M,0,1173252,64.23
Meghalaya,2020-12-31, M,5.33,1092520,63.03
Meghalaya,2021-01-31, M,2.56,1153015,64.46
Meghalaya,2021-02-28, M,3.9,1101692,62.31
Meghalaya,2021-03-31, M,0.69,1232540,67.29
Meghalaya,2021-04-30, M,1.32,1124420,61.63
Meghalaya,2021-05-31, M,5.98,1067531,61.26
Meghalaya,2021-06-30, M,2.78,1266903,70.13
Meghalaya,2021-07-31, M,0,1298307,69.7
Meghalaya,2021-08-31, M,0,1184245,63.41
Odisha,2016-01-31, M,6.07,12707301,50.1
Odisha,2016-02-29, M,9.08,11590176,47.14
Odisha,2016-03-31, M,12.17,12813099,53.86
Odisha,2016-04-30, M,7.12,11391327,45.21
Odisha,2016-05-31, M,6.79,12400315,48.96
Odisha,2016-06-30, M,9.57,11680161,47.46
Odisha,2016-07-31, M,8.72,12259361,49.27
Odisha,2016-08-31, M,10.87,11407526,46.88
Odisha,2016-09-30, M,4.73,11912913,45.73
Odisha,2016-10-31, M,2.79,11488244,43.15
Odisha,2016-11-30, M,4.95,12500208,47.94
Odisha,2016-12-31, M,6.95,11594937,45.35
Odisha,2017-01-31, M,4.71,11383914,43.41
Odisha,2017-02-28, M,2.7,11361991,42.37
Odisha,2017-03-31, M,1.51,12127526,44.61
Odisha,2017-04-30, M,2.36,11130131,41.23
Odisha,2017-05-31, M,7.5,10886250,42.5
Odisha,2017-06-30, M,2.76,12050444,44.68
Odisha,2017-07-31, M,3.35,11969622,44.58
Odisha,2017-08-31, M,2.81,11519705,42.59
Odisha,2017-09-30, M,4.47,11537023,43.33
Odisha,2017-10-31, M,10.02,11812610,47.03
Odisha,2017-11-30, M,1.79,12399082,45.16
Odisha,2017-12-31, M,3.04,11085675,40.83
Odisha,2018-01-31, M,5.72,11471431,43.38
Odisha,2018-02-28, M,7.08,11893474,45.57
Odisha,2018-03-31, M,8.1,11459020,44.32
Odisha,2018-04-30, M,8.56,11136878,43.22
Odisha,2018-05-31, M,8.89,10846870,42.18
Odisha,2018-06-30, M,6.33,11800153,44.56
Odisha,2018-07-31, M,5.69,11737293,43.96
Odisha,2018-08-31, M,6.91,11378245,43.1
Odisha,2018-09-30, M,6,11236920,42.09
Odisha,2018-10-31, M,5.6,10618467,39.54
Odisha,2018-11-30, M,3.8,11613547,42.37
Odisha,2018-12-31, M,5.21,11306160,41.79
Odisha,2019-01-31, M,4.24,11392908,41.62
Odisha,2019-02-28, M,7.25,10834270,40.81
Odisha,2019-03-31, M,2.94,12072450,43.38
Odisha,2019-04-30, M,7.31,11014614,41.38
Odisha,2019-05-31, M,4.17,11155753,40.47
Odisha,2019-06-30, M,4.71,10965157,39.94
Odisha,2019-07-31, M,3.31,12009880,43.05
Odisha,2019-08-31, M,3.68,11727659,42.13
Odisha,2019-09-30, M,4.31,11167721,40.32
Odisha,2019-10-31, M,4.28,11621527,41.88
Odisha,2019-11-30, M,4.72,12192618,44.06
Odisha,2019-12-31, M,4.67,11345071,40.91
Odisha,2020-01-31, M,1.81,11182128,39.09
Odisha,2020-02-29, M,3.31,11842655,41.98
Odisha,2020-03-31, M,15.09,9814156,39.55
Odisha,2020-04-30, M,24.48,5562449,25.16
Odisha,2020-05-31, M,12.08,9635402,37.38
Odisha,2020-06-30, M,4.22,10647586,37.86
Odisha,2020-07-31, M,2.27,11241273,39.11
Odisha,2020-08-31, M,1.48,11783094,40.6
Odisha,2020-09-30, M,2.03,11162313,38.62
Odisha,2020-10-31, M,2.57,11743089,40.79
Odisha,2020-11-30, M,1.9,11664483,40.17
Odisha,2020-12-31, M,0,12180483,41.09
Odisha,2021-01-31, M,2.81,11360784,39.37
Odisha,2021-02-28, M,2.33,11743139,40.43
Odisha,2021-03-31, M,1.57,11590428,39.53
Odisha,2021-04-30, M,2.09,12442733,42.6
Odisha,2021-05-31, M,6.67,10645430,38.17
Odisha,2021-06-30, M,3.23,11222024,38.75
Odisha,2021-07-31, M,1.03,12244563,41.28
Odisha,2021-08-31, M,2.35,11856634,40.44
Puducherry,2016-01-31, M,3.59,177259,52
Puducherry,2016-02-29, M,6.19,178672,53.71
Puducherry,2016-03-31, M,7.77,166074,50.61
Puducherry,2016-04-30, M,3.05,187758,54.27
Puducherry,2016-05-31, M,3.09,171680,49.49
Puducherry,2016-06-30, M,3.68,171119,49.48
Puducherry,2016-07-31, M,6.29,165938,49.16
Puducherry,2016-08-31, M,3.33,190530,54.55
Puducherry,2016-09-30, M,2.22,190426,53.73
Puducherry,2016-10-31, M,2.71,193504,54.7
Puducherry,2016-11-30, M,2.73,171748,48.41
Puducherry,2016-12-31, M,2.38,204375,57.22
Puducherry,2017-01-31, M,0.64,184111,50.48
Puducherry,2017-02-28, M,1,193273,53.03
Puducherry,2017-03-31, M,2.22,166357,46.08
Puducherry,2017-04-30, M,6.58,188517,54.48
Puducherry,2017-05-31, M,1.33,184539,50.34
Puducherry,2017-06-30, M,0.58,183143,49.43
Puducherry,2017-07-31, M,3.76,158472,44.04
Puducherry,2017-08-31, M,5.92,180721,51.21
Puducherry,2017-09-30, M,4.52,167215,46.55
Puducherry,2017-10-31, M,1.67,190327,51.28
Puducherry,2017-11-30, M,3.08,151435,41.27
Puducherry,2017-12-31, M,4.55,184865,50.99
Puducherry,2018-01-31, M,2.35,173751,46.7
Puducherry,2018-02-28, M,0,192899,50.49
Puducherry,2018-03-31, M,1.98,153012,40.73
Puducherry,2018-04-30, M,1.68,193066,51.07
Puducherry,2018-05-31, M,2.07,182566,48.33
Puducherry,2018-06-30, M,0,193444,50
Puducherry,2018-07-31, M,1.63,145394,38.08
Puducherry,2018-08-31, M,0,185940,47.76
Puducherry,2018-09-30, M,3.29,168359,44.57
Puducherry,2018-10-31, M,0.56,184553,47.37
Puducherry,2018-11-30, M,0,136936,34.84
Puducherry,2018-12-31, M,0,192099,48.73
Puducherry,2019-01-31, M,0.59,178714,45.45
Puducherry,2019-02-28, M,0,186524,47.03
Puducherry,2019-03-31, M,0.9,137636,34.91
Puducherry,2019-04-30, M,0,188857,47.32
Puducherry,2019-05-31, M,0,172474,43.08
Puducherry,2019-06-30, M,0,184527,45.95
Puducherry,2019-07-31, M,0,139227,34.56
Puducherry,2019-08-31, M,4.85,183930,47.83
Puducherry,2019-09-30, M,0,175718,43.34
Puducherry,2019-10-31, M,1.18,180283,44.85
Puducherry,2019-11-30, M,0,142787,35
Puducherry,2019-12-31, M,1.99,180808,45.07
Puducherry,2020-01-31, M,0.58,176252,43.18
Puducherry,2020-02-29, M,1.74,183619,45.38
Puducherry,2020-03-31, M,2.31,142176,35.23
Puducherry,2020-04-30, M,74.51,49420,46.79
Puducherry,2020-08-31, M,3.28,162881,40.13
Puducherry,2020-09-30, M,9.49,174562,45.82
Puducherry,2020-10-31, M,7.84,153847,39.53
Puducherry,2020-11-30, M,2.48,138449,33.52
Puducherry,2020-12-31, M,0,154397,36.34
Puducherry,2021-01-31, M,8.75,157955,40.61
Puducherry,2021-02-28, M,7.86,145889,37.04
Puducherry,2021-03-31, M,1.64,142554,33.8
Puducherry,2021-04-30, M,1.71,157047,37.14
Puducherry,2021-05-31, M,12.62,154737,41.04
Puducherry,2021-06-30, M,54.35,67838,34.33
Puducherry,2021-07-31, M,14.29,135630,36.44
Puducherry,2021-08-31, M,11.81,162638,42.33
Punjab,2016-01-31, M,6.76,6257149,47.77
Punjab,2016-02-29, M,14.51,5773692,48
Punjab,2016-03-31, M,8.35,6082818,47.1
Punjab,2016-04-30, M,7.32,5965498,45.61
Punjab,2016-05-31, M,2.51,6625693,48.08
Punjab,2016-06-30, M,11.31,6117606,48.72
Punjab,2016-07-31, M,5.33,6488786,48.33
Punjab,2016-08-31, M,4.23,6092044,44.79
Punjab,2016-09-30, M,4.24,6483605,47.59
Punjab,2016-10-31, M,13.35,5949833,48.19
Punjab,2016-11-30, M,4.1,6434328,47.02
Punjab,2016-12-31, M,4.73,5614916,41.23
Punjab,2017-01-31, M,4.92,6359578,46.72
Punjab,2017-02-28, M,10.46,5970886,46.51
Punjab,2017-03-31, M,2.43,6449637,46.03
Punjab,2017-04-30, M,0.93,6166319,43.28
Punjab,2017-05-31, M,3.54,6301845,45.35
Punjab,2017-06-30, M,10.44,5958598,46.11
Punjab,2017-07-31, M,4.43,6470095,46.84
Punjab,2017-08-31, M,1.38,6397791,44.81
Punjab,2017-09-30, M,3.81,6126786,43.93
Punjab,2017-10-31, M,9.44,5827014,44.31
Punjab,2017-11-30, M,9.69,6097637,46.42
Punjab,2017-12-31, M,7.44,6083373,45.11
Punjab,2018-01-31, M,3.83,6182947,44.06
Punjab,2018-02-28, M,10.73,5848093,44.83
Punjab,2018-03-31, M,9.25,6058225,45.61
Punjab,2018-04-30, M,7.9,6061412,44.9
Punjab,2018-05-31, M,5.1,6225561,44.68
Punjab,2018-06-30, M,8.46,5928394,44.04
Punjab,2018-07-31, M,8.38,6253101,46.34
Punjab,2018-08-31, M,4.3,6138698,43.48
Punjab,2018-09-30, M,8.18,6274125,46.25
Punjab,2018-10-31, M,12.5,5972439,46.12
Punjab,2018-11-30, M,8.05,6218175,45.62
Punjab,2018-12-31, M,3.67,6112368,42.74
Punjab,2019-01-31, M,9.21,6270684,46.45
Punjab,2019-02-28, M,12.99,5941942,45.85
Punjab,2019-03-31, M,9.68,6167869,45.78
Punjab,2019-04-30, M,6.16,6089734,43.44
Punjab,2019-05-31, M,9.17,6088548,44.79
Punjab,2019-06-30, M,12.21,6025235,45.79
Punjab,2019-07-31, M,9.64,6308129,46.5
Punjab,2019-08-31, M,6.69,6183428,44.08
Punjab,2019-09-30, M,8.85,6254260,45.56
Punjab,2019-10-31, M,12.56,6021921,45.66
Punjab,2019-11-30, M,7.07,6395022,45.55
Punjab,2019-12-31, M,6.13,6164219,43.4
Punjab,2020-01-31, M,9.69,6189471,45.22
Punjab,2020-02-29, M,10.41,6009820,44.19
Punjab,2020-03-31, M,10.51,6373692,46.85
Punjab,2020-04-30, M,3.69,4721590,32.2
Punjab,2020-05-31, M,34,4159402,41.32
Punjab,2020-06-30, M,20,5364047,43.9
Punjab,2020-07-31, M,9.11,6190307,44.52
Punjab,2020-08-31, M,9.78,5902580,42.69
Punjab,2020-09-30, M,11.89,5988263,44.28
Punjab,2020-10-31, M,10.95,5846217,42.7
Punjab,2020-11-30, M,7.62,6141206,43.17
Punjab,2020-12-31, M,1.82,5965598,39.4
Punjab,2021-01-31, M,10.16,5976946,43.07
Punjab,2021-02-28, M,8.36,5919742,41.76
Punjab,2021-03-31, M,6.98,6136356,42.57
Punjab,2021-04-30, M,2.82,6080502,40.32
Punjab,2021-05-31, M,9.37,5947791,42.22
Punjab,2021-06-30, M,9.69,5910017,42.04
Punjab,2021-07-31, M,6.55,6210240,42.62
Punjab,2021-08-31, M,3.33,6206233,41.11
Rajasthan,2016-01-31, M,5.23,14209938,39.92
Rajasthan,2016-02-29, M,3.6,14678178,40.45
Rajasthan,2016-03-31, M,8.03,13199688,38.03
Rajasthan,2016-04-30, M,11.31,13351063,39.81
Rajasthan,2016-05-31, M,7.57,13492549,38.51
Rajasthan,2016-06-30, M,7.5,14600380,41.54
Rajasthan,2016-07-31, M,7.48,12236929,34.73
Rajasthan,2016-08-31, M,5.91,14174744,39.47
Rajasthan,2016-09-30, M,3.83,14584093,39.64
Rajasthan,2016-10-31, M,4.65,14784248,40.43
Rajasthan,2016-11-30, M,5.27,12435186,34.15
Rajasthan,2016-12-31, M,8.76,13719846,39.03
Rajasthan,2017-01-31, M,5.1,13825735,37.73
Rajasthan,2017-02-28, M,4.17,15298148,41.25
Rajasthan,2017-03-31, M,2.41,15399084,40.68
Rajasthan,2017-04-30, M,5.76,14870442,40.59
Rajasthan,2017-05-31, M,2.55,13849569,36.47
Rajasthan,2017-06-30, M,5.13,15358818,41.45
Rajasthan,2017-07-31, M,0.8,13784519,35.5
Rajasthan,2017-08-31, M,6.82,13949398,38.15
Rajasthan,2017-09-30, M,1.06,15234360,39.15
Rajasthan,2017-10-31, M,3,14006433,36.63
Rajasthan,2017-11-30, M,7.49,15205714,41.6
Rajasthan,2017-12-31, M,3.76,14532296,38.13
Rajasthan,2018-01-31, M,5.23,14537018,38.64
Rajasthan,2018-02-28, M,4.43,13962211,36.72
Rajasthan,2018-03-31, M,13.31,14529426,42.03
Rajasthan,2018-04-30, M,6.68,14036756,37.64
Rajasthan,2018-05-31, M,3.48,14888304,38.51
Rajasthan,2018-06-30, M,9.27,14117414,38.75
Rajasthan,2018-07-31, M,10.17,14382481,39.78
Rajasthan,2018-08-31, M,9.34,14286761,39.07
Rajasthan,2018-09-30, M,6.2,14629445,38.57
Rajasthan,2018-10-31, M,13.22,14295458,40.65
Rajasthan,2018-11-30, M,11.99,14593183,40.82
Rajasthan,2018-12-31, M,14.58,14547388,41.83
Rajasthan,2019-01-31, M,5.82,14813168,38.54
Rajasthan,2019-02-28, M,9.58,15265319,41.28
Rajasthan,2019-03-31, M,8.92,14728164,39.45
Rajasthan,2019-04-30, M,12.1,15028831,41.61
Rajasthan,2019-05-31, M,4.03,15226003,38.52
Rajasthan,2019-06-30, M,13.7,14610567,41.02
Rajasthan,2019-07-31, M,9.7,14859873,39.78
Rajasthan,2019-08-31, M,12.5,15052044,41.48
Rajasthan,2019-09-30, M,5.65,15290705,38.99
Rajasthan,2019-10-31, M,14.66,15178549,42.69
Rajasthan,2019-11-30, M,10.47,15278556,40.87
Rajasthan,2019-12-31, M,13.96,15485313,43
Rajasthan,2020-01-31, M,8,15484353,40.12
Rajasthan,2020-02-29, M,14.48,15040572,41.83
Rajasthan,2020-03-31, M,9.47,15059769,39.47
Rajasthan,2020-04-30, M,12.25,13051219,35.21
Rajasthan,2020-05-31, M,10.45,15586833,41.11
Rajasthan,2020-06-30, M,12.97,15381854,41.65
Rajasthan,2020-07-31, M,14.4,14724453,40.44
Rajasthan,2020-08-31, M,14.68,15036627,41.34
Rajasthan,2020-09-30, M,11.56,15014467,39.73
Rajasthan,2020-10-31, M,23.93,14746937,45.26
Rajasthan,2020-11-30, M,16.86,15029219,42.11
Rajasthan,2020-12-31, M,27.74,14847311,47.75
Rajasthan,2021-01-31, M,14.03,15982179,43.1
Rajasthan,2021-02-28, M,25.61,14972793,46.57
Rajasthan,2021-03-31, M,17.63,15221859,42.66
Rajasthan,2021-04-30, M,27.33,14911908,47.25
Rajasthan,2021-05-31, M,22.04,14586302,42.98
Rajasthan,2021-06-30, M,25.97,15168206,46.97
Rajasthan,2021-07-31, M,18.55,15475193,43.45
Rajasthan,2021-08-31, M,25,15337775,46.66
Sikkim,2019-10-31, M,5.48,146688,44.06
Sikkim,2019-11-30, M,13.11,162426,53.04
Sikkim,2019-12-31, M,1,161647,46.3
Sikkim,2020-04-30, M,0,133399,37.72
Sikkim,2020-06-30, M,5.81,141313,42.36
Sikkim,2020-08-31, M,12.68,160503,51.82
Sikkim,2020-10-31, M,1.37,154044,43.98
Sikkim,2021-06-30, M,0,169640,47.5
Tamil Nadu,2016-01-31, M,8.17,17782398,63.34
Tamil Nadu,2016-02-29, M,2.6,18168328,60.92
Tamil Nadu,2016-03-31, M,9.11,17700247,63.51
Tamil Nadu,2016-04-30, M,11.58,17653242,65.02
Tamil Nadu,2016-05-31, M,9.81,18507825,66.73
Tamil Nadu,2016-06-30, M,4.08,17158603,58.09
Tamil Nadu,2016-07-31, M,3.27,17805142,59.69
Tamil Nadu,2016-08-31, M,6.17,18626660,64.29
Tamil Nadu,2016-09-30, M,19.3,17836139,71.47
Tamil Nadu,2016-10-31, M,12.03,17155077,62.97
Tamil Nadu,2016-11-30, M,4.5,17644912,59.58
Tamil Nadu,2016-12-31, M,5.47,18144210,61.8
